epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,37.6338,1.5917,2.19411,0.87005,0.84812,0.78912,0.81669,0.59984,1.12702,1.75361,0.96285,0.000665169,0.000665169,0.000665169
2,76.1775,1.74422,1.66282,0.9226,0.9331,0.75809,0.85457,0.65161,1.02015,1.62066,0.94758,0.00119998,0.00119998,0.00119998
